Length,Speaker,Emotions,Start_Time,End_Time,Utterances,Dialogue_ID,Season,Episode,Utterance_IDs,Line_Indices
3,Rachel,"['neutral', 'joy', 'neutral']","00:11:21,639","00:11:37,696","['Okay.', 'Happy birthday Grandma!', 'It’s better to be over the hill  then buried under it.']",464,7,14,"[10, 11, 12]","4561,4562,4563"
3,Rachel,"['joy', 'neutral', 'neutral']","00:11:27,561","0:11:43,755","['Happy birthday Grandma!', 'It’s better to be over the hill  then buried under it.', 'All our love Monica and Chandler.']",464,7,14,"[11, 12, 13]","4562,4563,4564"
3,Rachel,"['neutral', 'neutral', 'joy']","00:11:32,191","0:11:43,920","['It’s better to be over the hill  then buried under it.', 'All our love Monica and Chandler.', 'That’s funny, yeah!']",464,7,14,"[12, 13, 14]","4563,4564,4565"
2,Rachel,"['neutral', 'joy']","0:11:40,783","0:11:43,920","['All our love Monica and Chandler.', 'That’s funny, yeah!']",464,7,14,"[13, 14]","4564,4565"
2,Rachel,"['sadness', 'neutral']","00:11:51,877","00:12:00,135","['No I know, because to be a grandmother you have to be married and have children and I don’t have any of those things.', 'That’s why it’s so funny.']",464,7,14,"[18, 19]","4569,4570"
3,Monica,"['sadness', 'joy', 'joy']","0:19:36,967","0:19:43,854","['Well no, wait a minute, that’s not true!', 'No, what did, that was really sweet.', 'And it kinda works out for the best.']",474,7,19,"[10, 11, 12]","4637,4638,4639"
3,Phoebe,"['neutral', 'neutral', 'joy']","00:31:20,962","00:31:31,680","[""Well, on the bright side, now you won't have to see all these paleontologists with their shirts off."", 'Not you guys.', 'You got it going on!']",475,9,23,"[1, 2, 3]","4647,4648,4649"
2,Phoebe,"['neutral', 'joy']","00:31:26,551","00:31:31,680","['Not you guys.', 'You got it going on!']",475,9,23,"[2, 3]","4648,4649"
3,Chandler,"['anger', 'neutral', 'neutral']","00:15:02,484","00:15:15,747","['Nine times!', 'Okay, I had to put on lotion!', 'But, it’s gonna be okay, because as of tomorrow I’m conducting an experiment, and if all goes as planned, my butt will be smack free.']",477,3,24,"[15, 16, 17]","4693,4694,4695"
3,Dana,"['neutral', 'anger', 'surprise']","00:08:14,744","00:08:23,168","['Apparently Howie’s editing now.', 'Yeah, he-he-he calls me up and asks me if he can edit my new movie.', 'Can you believe that?!']",479,6,18,"[3, 4, 5]","4715,4716,4717"
3,Dana,"['anger', 'surprise', 'surprise']","00:08:17,330","00:08:29,090","['Yeah, he-he-he calls me up and asks me if he can edit my new movie.', 'Can you believe that?!', 'Y’know I-I-I haven’t spoken to him in like ten years and he asks me for a favor!']",479,6,18,"[4, 5, 6]","4716,4717,4718"
2,Tag,"['joy', 'neutral']","0:21:21,113","0:21:25,284","['Good! Good, long time no see.', 'Like your sweater.']",480,8,2,"[1, 2]","4725,4727"
3,Rachel,"['joy', 'joy', 'surprise']","0:02:00,328","00:02:07,240","['Yeah!', ""You know, ever since I had that dream about him, and can't    get it out of my head!"", ""And what's the big deal, people do it all the time!""]",481,9,20,"[1, 2, 3]","4736,4737,4738"
2,Rachel,"['joy', 'surprise']","00:02:00,900","00:02:07,240","[""You know, ever since I had that dream about him, and can't    get it out of my head!"", ""And what's the big deal, people do it all the time!""]",481,9,20,"[2, 3]","4737,4738"
3,Phoebe,"['surprise', 'surprise', 'neutral']","00:18:56,176","00:19:08,396","['My God!', 'Why didn’t I see that!', 'Reset button, reset button, where is there a reset button?']",482,7,12,"[12, 13, 14]","4765,4766,4767"
3,Phoebe,"['surprise', 'neutral', 'joy']","00:18:58,428","0:19:07,069","['Why didn’t I see that!', 'Reset button, reset button, where is there a reset button?', 'Oh here it is!']",482,7,12,"[13, 14, 15]","4766,4767,4768"
3,Phoebe,"['neutral', 'joy', 'surprise']","00:19:02,391","0:19:08,449","['Reset button, reset button, where is there a reset button?', 'Oh here it is!', 'Oh!']",482,7,12,"[14, 15, 16]","4767,4768,4769"
2,Phoebe,"['joy', 'surprise']","0:19:05,227","0:19:08,449","['Oh here it is!', 'Oh!']",482,7,12,"[15, 16]","4768,4769"
3,Joey,"['anger', 'anger', 'neutral']","00:16:55,681","00:17:11,904","[""Hey, so listen, I went across the street and talked to the doorman- I got the peeper's name! Can I use the phone?"", 'Nngghhh!!!!!!!', 'Can I use your phone?  Yeah, the number for a Sidney Marks, please.']",483,1,20,"[8, 9, 10]","4779,4780,4781"
2,Joey,"['anger', 'neutral']","00:17:01,562","00:17:11,904","['Nngghhh!!!!!!!', 'Can I use your phone?  Yeah, the number for a Sidney Marks, please.']",483,1,20,"[9, 10]","4780,4781"
3,Joey,"['surprise', 'anger', 'fear']","00:06:40,274","00:06:50,158","['Oh, I can’t believe this!', 'This sucks!', 'When I had insurance I could get hit by a bus or catch on fire, y’know?']",486,6,4,"[9, 10, 11]","4800,4801,4802"
3,Joey,"['anger', 'fear', 'anger']","00:06:42,902","0:06:51,298","['This sucks!', 'When I had insurance I could get hit by a bus or catch on fire, y’know?', 'And it wouldn’t matter.']",486,6,4,"[10, 11, 12]","4801,4802,4803"
3,Joey,"['fear', 'anger', 'anger']","00:06:45,238","0:06:53,292","['When I had insurance I could get hit by a bus or catch on fire, y’know?', 'And it wouldn’t matter.', 'Now I gotta be careful?']",486,6,4,"[11, 12, 13]","4802,4803,4804"
2,Chandler,"['joy', 'neutral']","00:21:39,589","00:21:56,564","[""I know, it's beautiful. Amazing."", ""I had to kiss Phoebe and Rachel every time I left a room, I mean it's too bad they didn't see us having sex.""]",488,5,2,"[0, 1]","4811,4813"
3,Rachel,"['joy', 'neutral', 'joy']","0:10:09,317","00:10:17,866","['Oh that’s right.', 'You’re the talker.', 'Anyway uh, great idea!']",493,6,23,"[7, 8, 9]","4838,4839,4840"
3,Rachel,"['neutral', 'joy', 'neutral']","0:10:10,409","00:10:21,369","['You’re the talker.', 'Anyway uh, great idea!', 'Umm, I gotta go to the store; I told him that I would buy him some more tissues.']",493,6,23,"[8, 9, 10]","4839,4840,4841"
2,Rachel,"['joy', 'neutral']","00:10:15,906","00:10:21,369","['Anyway uh, great idea!', 'Umm, I gotta go to the store; I told him that I would buy him some more tissues.']",493,6,23,"[9, 10]","4840,4841"
3,Monica,"['anger', 'fear', 'neutral']","0:14:05,928","00:14:12,600","['Who?', 'I mean have you seen a car come by here in the last hour and a half?', 'I think we should call Ross, maybe he can get a car and come pick us up.']",496,3,17,"[7, 8, 9]","4857,4858,4859"
2,Monica,"['fear', 'neutral']","0:14:08,306","00:14:12,600","['I mean have you seen a car come by here in the last hour and a half?', 'I think we should call Ross, maybe he can get a car and come pick us up.']",496,3,17,"[8, 9]","4858,4859"
3,Monica,"['neutral', 'neutral', 'joy']","00:07:09,303","00:07:20,397","['I know.', 'Let’s try a look…of far off…wonderment.', 'Okay, we’ll-we’ll gaze into our future and we’ll think about our marriage and the days to come.']",498,7,5,"[0, 1, 2]","4868,4869,4870"
3,Monica,"['neutral', 'joy', 'surprise']","00:07:09,303","0:07:26,757","['Let’s try a look…of far off…wonderment.', 'Okay, we’ll-we’ll gaze into our future and we’ll think about our marriage and the days to come.', 'Chandler!']",498,7,5,"[1, 2, 3]","4869,4870,4871"
3,Monica,"['joy', 'surprise', 'surprise']","00:07:14,976","0:07:29,417","['Okay, we’ll-we’ll gaze into our future and we’ll think about our marriage and the days to come.', 'Chandler!', 'What is the matter with your face?!']",498,7,5,"[2, 3, 4]","4870,4871,4872"
3,Monica,"['surprise', 'surprise', 'anger']","0:07:26,195","00:07:38,623","['Chandler!', 'What is the matter with your face?!', 'I mean this picture is supposed to say ""Geller and Bing to be married,"" not ""Local woman saves drowning moron!""']",498,7,5,"[3, 4, 5]","4871,4872,4873"
3,Monica,"['surprise', 'anger', 'anger']","0:07:26,757","0:07:37,886","['What is the matter with your face?!', 'I mean this picture is supposed to say ""Geller and Bing to be married,"" not ""Local woman saves drowning moron!""', 'Hey!']",498,7,5,"[4, 5, 6]","4872,4873,4874"
3,Monica,"['anger', 'anger', 'neutral']","0:07:36,414","00:07:41,209","['Hey!', 'Don’t laugh at him!', 'He’s']",498,7,5,"[6, 7, 8]","4874,4875,4876"
2,Monica,"['anger', 'neutral']","0:07:37,886","00:07:41,209","['Don’t laugh at him!', 'He’s']",498,7,5,"[7, 8]","4875,4876"
3,Rachel,"['neutral', 'joy', 'neutral']","00:04:44,701","0:04:55,087","['Yeah, I’m pretty confident about that.', 'That’s what makes it so easy for me to be 80% happy for Monica and Chandler!', 'It would be nice to have a little guarantee though.']",499,6,25,"[2, 3, 4]","4881,4882,4883"
2,Rachel,"['joy', 'neutral']","00:04:47,912","0:04:55,087","['That’s what makes it so easy for me to be 80% happy for Monica and Chandler!', 'It would be nice to have a little guarantee though.']",499,6,25,"[3, 4]","4882,4883"
2,Chandler,"['joy', 'neutral']","00:12:06,434","00:12:12,522","['Okay, so if an eight comes up, we take it as a sign and we do it!', 'What do you say?']",503,5,24,"[5, 6]","4924,4929"
2,Chandler,"['joy', 'anger']","0:12:13,483","00:12:23,199","[""Okay! Come on! Let's go! All right!"", ""Okay! That's a four! And where-where's the other one?""]",503,5,24,"[8, 9]","4931,4932"
3,Joey,"['joy', 'neutral', 'neutral']","0:21:34,918","00:21:41,382","['Ah, just cut me a little sliver.', 'A little bigger.', 'Little bigger.']",504,8,9,"[8, 9, 10]","4948,4949,4950"
3,Joey,"['neutral', 'neutral', 'surprise']","0:21:36,980","0:21:44,696","['A little bigger.', 'Little bigger.', 'What?!']",504,8,9,"[9, 10, 11]","4949,4950,4951"
3,Joey,"['neutral', 'surprise', 'anger']","00:21:39,131","0:21:45,697","['Little bigger.', 'What?!', 'Are you afraid you’re gonna run out?!']",504,8,9,"[10, 11, 12]","4950,4951,4952"
3,Joey,"['surprise', 'anger', 'anger']","0:21:44,344","0:21:46,903","['What?!', 'Are you afraid you’re gonna run out?!', 'Cut me a real piece!']",504,8,9,"[11, 12, 13]","4951,4952,4953"
3,Ross,"['surprise', 'neutral', 'neutral']","0:02:03,373","00:02:08,335","['Oh my God!', 'Of course, of course.', 'Umm, would you please excuse me for a moment?']",505,7,2,"[2, 3, 4]","4956,4957,4958"
3,Ross,"['neutral', 'neutral', 'fear']","00:02:05,708","00:02:14,925","['Umm, would you please excuse me for a moment?', 'Umm, do you know each other’s hometowns?', 'Why don’t you…   Wh-what’s going on?']",505,7,2,"[4, 5, 6]","4958,4959,4960"
2,Ross,"['neutral', 'fear']","00:02:08,503","00:02:14,925","['Umm, do you know each other’s hometowns?', 'Why don’t you…   Wh-what’s going on?']",505,7,2,"[5, 6]","4959,4960"
3,Ross,"['sadness', 'fear', 'sadness']","00:20:44,368","00:20:59,715","['Look, look, there’s got to be a way we can work past this.', 'Okay,  I can’t imagine, I can’t imagine my life without you.', 'Without, without these arms, and your face, and this heart.']",506,3,16,"[0, 1, 2]","4970,4971,4972"
3,Ross,"['fear', 'sadness', 'sadness']","00:20:47,579","00:21:02,009","['Okay,  I can’t imagine, I can’t imagine my life without you.', 'Without, without these arms, and your face, and this heart.', 'Your good heart Rach,  and, and....']",506,3,16,"[1, 2, 3]","4971,4972,4973"
3,Rachel,"['neutral', 'sadness', 'sadness']","00:21:06,515","00:21:17,692","['No.', 'I can’t, you’re a totally different person to me now.', 'I used to think of you as somebody that would never, ever hurt me, ever.']",506,3,16,"[4, 5, 6]","4974,4975,4976"
3,Monica,"['neutral', 'joy', 'neutral']","00:05:27,452","0:05:34,876","['Windows are clean, candels are lit.', ""Uh, belt's to tight, gotta change the belt."", 'Did I turn the fish?']",507,1,22,"[0, 1, 2]","4982,4983,4984"
3,Monica,"['joy', 'neutral', 'neutral']","00:05:27,452","0:05:36,694","[""Uh, belt's to tight, gotta change the belt."", 'Did I turn the fish?', 'No, cause I made lasagne.']",507,1,22,"[1, 2, 3]","4983,4984,4985"
3,Monica,"['neutral', 'neutral', 'anger']","0:05:33,499","0:05:39,439","['Did I turn the fish?', 'No, cause I made lasagne.', 'Am I out of control?']",507,1,22,"[2, 3, 4]","4984,4985,4986"
2,Monica,"['neutral', 'anger']","0:05:34,876","0:05:39,439","['No, cause I made lasagne.', 'Am I out of control?']",507,1,22,"[3, 4]","4985,4986"
3,Rachel,"['neutral', 'neutral', 'surprise']","0:05:39,439","00:05:47,346","['Just a touch.', ""Mon, I don't understand."", ""I mean, you've been dating this guy since like, what... his midterms?""]",507,1,22,"[5, 6, 7]","4987,4988,4989"
3,Rachel,"['neutral', 'surprise', 'surprise']","00:05:42,133","00:05:51,391","[""Mon, I don't understand."", ""I mean, you've been dating this guy since like, what... his midterms?"", 'I mean, why all the sudden are you so... Oh.']",507,1,22,"[6, 7, 8]","4988,4989,4990"
3,Monica,"['neutral', 'joy', 'joy']","00:06:01,527","00:06:09,951","[""I don't know."", ""Look he's a great guy and I love being with him but... you know."", 'Things happen, and they happen.']",507,1,22,"[11, 12, 13]","4993,4994,4995"
3,Monica,"['joy', 'joy', 'neutral']","00:06:02,862","00:06:11,620","[""Look he's a great guy and I love being with him but... you know."", 'Things happen, and they happen.', ""You don't plan these things.""]",507,1,22,"[12, 13, 14]","4994,4995,4996"
2,Monica,"['joy', 'neutral']","00:06:08,368","00:06:11,620","['Things happen, and they happen.', ""You don't plan these things.""]",507,1,22,"[13, 14]","4995,4996"
2,Joey,"['neutral', 'anger']","0:17:26,546","00:17:35,678","['Okay.', 'Hmm, soup.  I mean, noodle soup. I mean soup!']",508,5,18,"[18, 19]","5018,5019"
3,Rachel,"['neutral', 'anger', 'anger']","0:01:45,969","00:01:55,478","['Y’know what?', 'I’d have to say I really don’t care for your tone.', 'And this is not the only hospital in this city and we have no problem to—Whoa!']",509,8,23,"[9, 10, 11]","5033,5034,5035"
3,Rachel,"['anger', 'anger', 'surprise']","0:01:46,861","00:01:55,478","['I’d have to say I really don’t care for your tone.', 'And this is not the only hospital in this city and we have no problem to—Whoa!', 'Oh gosh!']",509,8,23,"[10, 11, 12]","5034,5035,5036"
2,Rachel,"['anger', 'surprise']","00:01:49,597","00:01:55,478","['And this is not the only hospital in this city and we have no problem to—Whoa!', 'Oh gosh!']",509,8,23,"[11, 12]","5035,5036"
3,Joey,"['anger', 'neutral', 'anger']","00:19:20,033","00:19:25,580","['Well, why don’t you tell me what you’re supposed to be!', 'Huh?', 'Because I sure as hell can’t figure it out!']",518,3,19,"[1, 2, 3]","5111,5112,5113"
3,Joey,"['neutral', 'anger', 'neutral']","00:19:22,000","00:19:28,207","['Huh?', 'Because I sure as hell can’t figure it out!', 'I talk to you and it’s nothin’.']",518,3,19,"[2, 3, 4]","5112,5113,5114"
3,Joey,"['anger', 'neutral', 'neutral']","00:19:23,162","00:19:31,085","['Because I sure as hell can’t figure it out!', 'I talk to you and it’s nothin’.', 'You look at me, and nothin’.']",518,3,19,"[3, 4, 5]","5113,5114,5115"
3,Joey,"['neutral', 'neutral', 'sadness']","00:19:55,444","00:20:18,633","['There will come a time in each of your careers when you’ll have a chance to screw over another soap opera actor.', 'I had such an opportunity in the recent, present.', 'And I’m ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.']",521,3,7,"[0, 1, 2]","5131,5132,5133"
2,Joey,"['neutral', 'sadness']","00:20:03,202","00:20:18,633","['I had such an opportunity in the recent, present.', 'And I’m ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.']",521,3,7,"[1, 2]","5132,5133"
2,Joey,"['sadness', 'anger']","00:20:08,957","00:20:32,980","['And I’m ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.', 'Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.']",521,3,7,"[2, 3]","5133,5134"
2,Joey,"['anger', 'sadness']","00:20:24,723","00:20:50,581","['Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.', 'And now, he’s got a two year contract opposite Susan Luchhi, the first lady of daytime television, and me, me I’m stuck here teaching a bunch of people, most of whom are too ugly to even be on TV.']",521,3,7,"[3, 4]","5134,5135"
2,Joey,"['sadness', 'neutral']","00:21:06,765","00:21:20,319","['I’m sorry, I’m sorry, I’m sorry.', 'Thank you.']",521,3,7,"[5, 6]","5136,5137"
2,Rachel,"['surprise', 'joy']","00:09:35,283","0:09:42,298","[""I can't believe you don't want to know."", ""I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....""]",523,1,12,"[0, 1]","5145,5146"
2,Phoebe,"['sadness', 'neutral']","00:07:28,156","00:07:36,872","['Well, I-I thought a lot about what you said, and um, I realilized duh, all right maybe I was a little judgmental.', 'Yeah,  oh, but oh...']",524,3,10,"[2, 3]","5171,5172"
3,Ross,"['neutral', 'neutral', 'joy']","00:20:18,759","00:20:34,148","['Well, yeah, kinda.', 'Um, but that’s okay, see we have an understanding, um, see we each have this list of five famous people,  so I’m allowed to sleep with you.', 'No, no, no, it’s flattery.']",526,3,5,"[2, 3, 4]","5197,5198,5199"
